0.00000000 -0.00762918 
0.00392157 0.03190370 
0.00784314 0.05254428 
0.01176471 0.08160107 
0.01568628 0.10032593 
0.01960784 0.13619810 
0.02352941 0.13935567 
0.02745098 0.17359795 
0.03137255 0.18622769 
0.03529412 0.22918306 
0.03921569 0.25483263 
0.04313726 0.26361006 
0.04705882 0.27873126 
0.05098039 0.32007352 
0.05490196 0.33860821 
0.05882353 0.37229148 
0.06274510 0.39920402 
0.06666667 0.40631998 
0.07058823 0.42073351 
0.07450981 0.46734539 
0.07843138 0.46496895 
0.08235294 0.49584016 
0.08627452 0.51278019 
0.09019607 0.52298248 
0.09411764 0.56515640 
0.09803922 0.57359201 
0.10196079 0.60558528 
0.10588236 0.61316705 
0.10980392 0.65252608 
0.11372548 0.65159011 
0.11764705 0.67884618 
0.12156863 0.69740248 
0.12549020 0.71640134 
0.12941177 0.73378980 
0.13333334 0.74135971 
0.13725491 0.75540906 
0.14117646 0.78142071 
0.14509805 0.79509234 
0.14901961 0.79528403 
0.15294117 0.80301487 
0.15686275 0.83110863 
0.16078430 0.85417670 
0.16470589 0.86884201 
0.16862744 0.85563767 
0.17254904 0.88887113 
0.17647059 0.90330118 
0.18039215 0.90029246 
0.18431373 0.92743903 
0.18823528 0.92937613 
0.19215688 0.91793907 
0.19607843 0.93696165 
0.20000000 0.95753759 
0.20392157 0.96584362 
0.20784312 0.96020913 
0.21176472 0.98168331 
0.21568626 0.97839439 
0.21960784 0.99139154 
0.22352941 0.99497706 
0.22745097 1.00995886 
0.23137255 0.99503070 
0.23529410 0.99355197 
0.23921570 1.00330913 
0.24313726 0.99328679 
0.24705882 1.01308346 
0.25098041 0.99216211 
0.25490195 0.98501539 
0.25882354 1.00864244 
0.26274508 0.99624354 
0.26666668 0.98286086 
0.27058825 0.99033320 
0.27450982 0.97056627 
0.27843139 0.97618383 
0.28235292 0.97903836 
0.28627449 0.96740717 
0.29019609 0.98385155 
0.29411766 0.98539966 
0.29803923 0.95371294 
0.30196077 0.93655223 
0.30588233 0.93967676 
0.30980393 0.92305738 
0.31372550 0.92785394 
0.31764707 0.91487616 
0.32156861 0.92113435 
0.32549018 0.87553233 
0.32941177 0.88517624 
0.33333334 0.88023305 
0.33725488 0.87146598 
0.34117648 0.83614802 
0.34509808 0.83269864 
0.34901959 0.81961370 
0.35294119 0.79249644 
0.35686275 0.78849804 
0.36078429 0.75557327 
0.36470586 0.75517219 
0.36862746 0.74100780 
0.37254906 0.72789729 
0.37647057 0.71813303 
0.38039216 0.67461157 
0.38431376 0.64979708 
0.38823527 0.63994163 
0.39215687 0.63641173 
0.39607844 0.60650283 
0.40000001 0.58185661 
0.40392154 0.55869311 
0.40784314 0.53318816 
0.41176474 0.51629746 
0.41568625 0.49212292 
0.41960785 0.48648727 
0.42352945 0.46011955 
0.42745095 0.43378875 
0.43137252 0.42490283 
0.43529412 0.39191329 
0.43921569 0.37317500 
0.44313723 0.33469778 
0.44705883 0.33911851 
0.45098042 0.31238469 
0.45490193 0.29506239 
0.45882353 0.25431570 
0.46274510 0.23640856 
0.46666667 0.20052202 
0.47058821 0.17716970 
0.47450981 0.17300378 
0.47843140 0.13963398 
0.48235291 0.11100316 
0.48627451 0.08475099 
0.49019611 0.06362440 
0.49411765 0.03678802 
0.49803922 -0.00227750 
0.50196081 -0.00720281 
